movie_financial_summary_display_name,movie_financial_summary_domestic_box_office,movie_financial_summary_production_budget,movie_acting_role_display_name,movie_acting_role_billing,movie_acting_role_character_name,movie_technical_role_display_name,movie_genre_display_name,movie_source_display_name,movie_creative_type_display_name,movie_production_method_display_name,movie_sequel,movie_theatrical_release_release_date
The Hudsucker Proxy,2816518,40000000,Tim Robbins,1,Norville Barnes,Joel Coen,Comedy,Original Screenplay,Historical Fiction,Live Action,0,1994-03-11
The Hunger Games,408010692,80000000,Jennifer Lawrence,1,Katniss Everdeen,Gary Ross,Thriller/Suspense,Based on Fiction Book/Short Story,Science Fiction,Live Action,0,2012-03-23
The Hunger Games,408010692,80000000,Josh Hutcherson,2,Peeta Mellark,Gary Ross,Thriller/Suspense,Based on Fiction Book/Short Story,Science Fiction,Live Action,0,2012-03-23
The Hunger Games,408010692,80000000,Liam Hemsworth,3,Gale Hawthorne,Gary Ross,Thriller/Suspense,Based on Fiction Book/Short Story,Science Fiction,Live Action,0,2012-03-23
The Hunger Games: Catching Fire,299698207,130000000,Jennifer Lawrence,1,Katniss Everdeen,Francis Lawrence,Adventure,Based on Fiction Book/Short Story,Science Fiction,Live Action,1,2013-11-22
The Hunger Games: Catching Fire,299698207,130000000,Josh Hutcherson,2,Peeta Mellark,Francis Lawrence,Adventure,Based on Fiction Book/Short Story,Science Fiction,Live Action,1,2013-11-22
The Hunger Games: Catching Fire,299698207,130000000,Liam Hemsworth,3,Gale Hawthorne,Francis Lawrence,Adventure,Based on Fiction Book/Short Story,Science Fiction,Live Action,1,2013-11-22
The Hunt for Red October,120709866,30000000,Joss Ackland,3,Andrei Lysenko,John McTiernan,Thriller/Suspense,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,1990-03-02
The Hunt for Red October,120709866,30000000,Alec Baldwin,2,Jack Ryan,John McTiernan,Thriller/Suspense,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,1990-03-02
The Hunt for Red October,120709866,30000000,Sean Connery,1,Marko Ramius,John McTiernan,Thriller/Suspense,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,1990-03-02
The Ides of March,40962534,23000000,George Clooney,1,Mike Morris,George Clooney,Drama,Based on Play,Contemporary Fiction,Live Action,0,2011-10-07
The Ides of March,40962534,23000000,Ryan Gosling,2,Stephen Meyers,George Clooney,Drama,Based on Play,Contemporary Fiction,Live Action,0,2011-10-07
The Ides of March,40962534,23000000,Philip Seymour Hoffman,3,Paul Zara,George Clooney,Drama,Based on Play,Contemporary Fiction,Live Action,0,2011-10-07
The Imaginarium of Doctor Parnassus,7689607,30000000,Verne Troyer,3,Percy,Terry Gilliam,Adventure,Original Screenplay,Fantasy,Live Action,0,2009-12-25
The Imaginarium of Doctor Parnassus,7689607,30000000,Christopher Plummer,2,Dr. Parnassus,Terry Gilliam,Adventure,Original Screenplay,Fantasy,Live Action,0,2009-12-25
The Imaginarium of Doctor Parnassus,7689607,30000000,Heath Ledger,1,Tony,Terry Gilliam,Adventure,Original Screenplay,Fantasy,Live Action,0,2009-12-25
The Impossible,19019882,40000000,Tom Holland,3,Lucas,Juan Antonio Bayona,Drama,Based on Real Life Events,Dramatization,Live Action,0,2012-12-21
The Impossible,19019882,40000000,Ewan McGregor ,2,Henry,Juan Antonio Bayona,Drama,Based on Real Life Events,Dramatization,Live Action,0,2012-12-21
The Impossible,19019882,40000000,Naomi Watts,1,Maria,Juan Antonio Bayona,Drama,Based on Real Life Events,Dramatization,Live Action,0,2012-12-21
The Inbetweeners,35955,5700000,Blake Harrison,3,Neil Sutherland,Ben Palmer,Comedy,Based on TV,Contemporary Fiction,Live Action,0,2012-09-07
The Inbetweeners,35955,5700000,Simon Bird,1,Will McKenzie,Ben Palmer,Comedy,Based on TV,Contemporary Fiction,Live Action,0,2012-09-07
The Inbetweeners,35955,5700000,James Buckley,2,Jay Cartwright,Ben Palmer,Comedy,Based on TV,Contemporary Fiction,Live Action,0,2012-09-07
The Incredible Burt Wonderstone,22537881,32000000,Steve Carell,1,Burt Wonderstone,Don Scardino,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2013-03-15
The Incredible Burt Wonderstone,22537881,32000000,Steve Buscemi,2,Anton Marvelton,Don Scardino,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2013-03-15
The Incredible Burt Wonderstone,22537881,32000000,Olivia Wilde,3,Jane,Don Scardino,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2013-03-15
The Incredible Hulk,134806913,137500000,Tim Roth,3,Emil Blonsky,Louis Leterrier,Adventure,Based on Comic/Graphic Novel,Super Hero,Live Action,0,2008-06-13
The Incredible Hulk,134806913,137500000,Liv Tyler,2,Betty Ross,Louis Leterrier,Adventure,Based on Comic/Graphic Novel,Super Hero,Live Action,0,2008-06-13
The Incredible Hulk,134806913,137500000,Edward Norton,1,Bruce Banner,Louis Leterrier,Adventure,Based on Comic/Graphic Novel,Super Hero,Live Action,0,2008-06-13
The Incredibles,261441092,92000000,Craig T. Nelson,1,Bob Parr/Mr. Incredible,Brad Bird,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2004-11-05
The Incredibles,261441092,92000000,Samuel L. Jackson,3,Lucius Best/Frozone,Brad Bird,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2004-11-05
The Incredibles,261441092,92000000,Holly Hunter,2,Helen Parr/Elastigirl,Brad Bird,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2004-11-05
The Informant,33316821,22000000,Matt Damon,1,Mark Whitacre,Carmen Cuba,Thriller/Suspense,Based on Factual Book/Article,Contemporary Fiction,Live Action,0,2009-09-18
The Informant,33316821,22000000,Joel McHale,3,FBI Special Agent Bob Herndon,Carmen Cuba,Thriller/Suspense,Based on Factual Book/Article,Contemporary Fiction,Live Action,0,2009-09-18
The Informant,33316821,22000000,Scott Bakula,2,FBI Special Agent Brian Shepard,Carmen Cuba,Thriller/Suspense,Based on Factual Book/Article,Contemporary Fiction,Live Action,0,2009-09-18
The Internship,44672764,58000000,Vince Vaughn,1,Billy,Shawn Levy,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2013-06-07
The Internship,44672764,58000000,Owen Wilson,2,Nick,Shawn Levy,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2013-06-07
The Internship,44672764,58000000,Rose Byrne,3,,Shawn Levy,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2013-06-07
The Invasion,15074191,80000000,Daniel Craig,2,Ben Driscoll,John Ottman,Thriller/Suspense,Remake,Science Fiction,Live Action,0,2007-08-17
The Invasion,15074191,80000000,Jeremy Northam,3,Tucker Kaufman,John Ottman,Thriller/Suspense,Remake,Science Fiction,Live Action,0,2007-08-17
The Invasion,15074191,80000000,Nicole Kidman,1,Carol Bennell,John Ottman,Thriller/Suspense,Remake,Science Fiction,Live Action,0,2007-08-17
The Iron Lady,29959436,14000000,Jim Broadbent,2,Denis Thatcher,Phyllida Lloyd,Drama,Based on Real Life Events,Dramatization,Live Action,0,2012-01-13
The Iron Lady,29959436,14000000,Olivia Colman,3,Carol Thatcher,Phyllida Lloyd,Drama,Based on Real Life Events,Dramatization,Live Action,0,2012-01-13
The Iron Lady,29959436,14000000,Meryl Streep,1,Margaret Thatcher,Phyllida Lloyd,Drama,Based on Real Life Events,Dramatization,Live Action,0,2012-01-13
The Italian Job,106126012,60000000,Mark Wahlberg,1,Charlie Croker,F. Gary Gray,Adventure,Remake,Contemporary Fiction,Live Action,0,2003-05-30
The Italian Job,106126012,60000000,Charlize Theron,2,Stella Bridger,F. Gary Gray,Adventure,Remake,Contemporary Fiction,Live Action,0,2003-05-30
The Italian Job,106126012,60000000,Edward Norton,3,Steve ,F. Gary Gray,Adventure,Remake,Contemporary Fiction,Live Action,0,2003-05-30
The Karate Kid,176591618,40000000,Taraji P. Henson,3,,,Adventure,Remake,Contemporary Fiction,Live Action,0,2010-06-11
The Karate Kid,176591618,40000000,Jaden Smith,1,Dre Parker,,Adventure,Remake,Contemporary Fiction,Live Action,0,2010-06-11
The Karate Kid,176591618,40000000,Jackie Chan,2,Mr. Han,,Adventure,Remake,Contemporary Fiction,Live Action,0,2010-06-11
The Kids Are All Right,20811365,4000000,Julianne Moore,1,Jules,Lisa Cholodenko,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2010-07-09
The Kids Are All Right,20811365,4000000,Annette Bening,2,Nic,Lisa Cholodenko,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2010-07-09
The Kids Are All Right,20811365,4000000,Mark Ruffalo,3,Paul,Lisa Cholodenko,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2010-07-09
The King's Speech,138797449,15000000,Colin Firth,1,King George VI,Iain Canning,Drama,Original Screenplay,Dramatization,Live Action,0,2010-12-25
The King's Speech,138797449,15000000,Geoffrey Rush ,2,Lionel Logue,Iain Canning,Drama,Original Screenplay,Dramatization,Live Action,0,2010-12-25
The King's Speech,138797449,15000000,Helena Bonham Carter ,3,Queen Elizabeth,Iain Canning,Drama,Original Screenplay,Dramatization,Live Action,0,2010-12-25
The Ladykillers,39692139,35000000,Tom Hanks,1,Professor G.H. Dorr,Ethan Coen,Comedy,Remake,Contemporary Fiction,Live Action,0,2004-03-26
The Ladykillers,39692139,35000000,Irma P. Hall,2,Marva Munson,Ethan Coen,Comedy,Remake,Contemporary Fiction,Live Action,0,2004-03-26
The Ladykillers,39692139,35000000,Marlon Wayans,3,Gawain McSam,Ethan Coen,Comedy,Remake,Contemporary Fiction,Live Action,0,2004-03-26
The Land Before Time,48092846,12300000,Fred Gwynne,1,Narrator,Don Bluth,Adventure,Original Screenplay,Historical Fiction,Hand Animation,0,1988-11-18
The Land Before Time,48092846,12300000,Helen Shaver,2,Littlefoot's Mother,Don Bluth,Adventure,Original Screenplay,Historical Fiction,Hand Animation,0,1988-11-18
The Land Before Time,48092846,12300000,Gabriel Damon,3,Littlefoot,Don Bluth,Adventure,Original Screenplay,Historical Fiction,Hand Animation,0,1988-11-18
The Last Airbender,131772187,150000000,Noah Ringer,1,Aang,M. Night Shyamalan,Adventure,Based on TV,Fantasy,Live Action,0,2010-07-01
The Last Airbender,131772187,150000000,Nicola Peltz,3,Katara,M. Night Shyamalan,Adventure,Based on TV,Fantasy,Live Action,0,2010-07-01
The Last Airbender,131772187,150000000,Dev Patel,2,Zuko,M. Night Shyamalan,Adventure,Based on TV,Fantasy,Live Action,0,2010-07-01
The Last Exorcism,41034350,1800000,Iris Bahr,3,Iris,Danial Stamm,Horror,Original Screenplay,Contemporary Fiction,Live Action,0,2010-08-27
The Last Exorcism,41034350,1800000,Patrick Fabian,1,Cotton Marcus,Danial Stamm,Horror,Original Screenplay,Contemporary Fiction,Live Action,0,2010-08-27
The Last Exorcism,41034350,1800000,Ashley Bell,2,Nell Sweetzer,Danial Stamm,Horror,Original Screenplay,Contemporary Fiction,Live Action,0,2010-08-27
The Last Exorcism Part II,15179303,4000000,Spencer Treat Clark,3,Chris,Ed Gass-Donnelly,Horror,Original Screenplay,Fantasy,Live Action,1,2013-03-01
The Last Exorcism Part II,15179303,4000000,Ashley Bell,1,Nell Sweetzer,Ed Gass-Donnelly,Horror,Original Screenplay,Fantasy,Live Action,1,2013-03-01
The Last Exorcism Part II,15179303,4000000,Julia Garner,2,Gwen,Ed Gass-Donnelly,Horror,Original Screenplay,Fantasy,Live Action,1,2013-03-01
The Last Godfather,164247,13400000,Shim Hyung-rae,1,Younggu,Shim Hyung-rae,Comedy,Original Screenplay,Historical Fiction,Live Action,0,2011-04-01
The Last Godfather,164247,13400000,Harvey Keitel,2,Don Carini,Shim Hyung-rae,Comedy,Original Screenplay,Historical Fiction,Live Action,0,2011-04-01
The Last Godfather,164247,13400000,Michael Rispoli,3,Tony V,Shim Hyung-rae,Comedy,Original Screenplay,Historical Fiction,Live Action,0,2011-04-01
The Last King of Scotland,17606684,6000000,James McAvoy,2,Nicholas Garrigan,Kevin MacDonald,Drama,Based on Fiction Book/Short Story,Dramatization,Live Action,0,2006-09-27
The Last King of Scotland,17606684,6000000,Forest Whitaker,1,Idi Amin,Kevin MacDonald,Drama,Based on Fiction Book/Short Story,Dramatization,Live Action,0,2006-09-27
The Last King of Scotland,17606684,6000000,Kerry Washington,3,Kay Amin,Kevin MacDonald,Drama,Based on Fiction Book/Short Story,Dramatization,Live Action,0,2006-09-27
The Last Samurai,111110575,140000000,Timothy Spall,2,Simon Graham,Edward Zwick,Action,Original Screenplay,Historical Fiction,Live Action,0,2003-12-05
The Last Samurai,111110575,140000000,Ken Watanabe,3,Lord Katsumoto,Edward Zwick,Action,Original Screenplay,Historical Fiction,Live Action,0,2003-12-05
The Last Samurai,111110575,140000000,Tom Cruise,1,Capt. Nathan Algren,Edward Zwick,Action,Original Screenplay,Historical Fiction,Live Action,0,2003-12-05
The Last Song,62950384,20000000,Miley Cyrus,1,,Julie Anne Robinson,Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2010-03-31
The Last Stand,12050299,30000000,Arnold Schwarzenegger,1,Ray Owens,Kim Jee-woon,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2013-01-18
The Last Stand,12050299,30000000,Forest Whitaker,2,Agent Bannister,Kim Jee-woon,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2013-01-18
The Last Stand,12050299,30000000,Johnny Knoxville,3,Lewis Dinkum,Kim Jee-woon,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2013-01-18
The Legend of Bagger Vance,30695227,60000000,Will Smith,1,Bagger Vance,Robert Redford,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2000-11-03
The Legend of Bagger Vance,30695227,60000000,Matt Damon,2,Rannulph Junuh,Robert Redford,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2000-11-03
The Legend of Bagger Vance,30695227,60000000,Charlize Theron,3,Adele Invergordon,Robert Redford,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2000-11-03
The Libertine,4835065,22000000,Johnny Depp,1,John Wilmot,Laurence Dunmore,Drama,Based on Play,Historical Fiction,Live Action,0,2005-11-23
The Libertine,4835065,22000000,John Malkovich,3,King Charles II,Laurence Dunmore,Drama,Based on Play,Historical Fiction,Live Action,0,2005-11-23
The Libertine,4835065,22000000,Samantha Morton,2,Elizabeth Barry,Laurence Dunmore,Drama,Based on Play,Historical Fiction,Live Action,0,2005-11-23
The Lincoln Lawyer,58009200,40000000,Matthew McConaughey,1,Michael Haller,Brad Furman,Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2011-03-18
The Lincoln Lawyer,58009200,40000000,Ryan Phillippe,2,Louis Roulet,Brad Furman,Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2011-03-18
The Lincoln Lawyer,58009200,40000000,Marisa Tomei,3,Maggie McPherson,Brad Furman,Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2011-03-18
The Lion King,422780140,79300000,Rowan Atkinson,1,Zazu,Rob Minkoff,Adventure,Original Screenplay,Kids Fiction,Hand Animation,0,1994-06-15
The Lion King,422780140,79300000,Matthew Broderick,2,Simba,Rob Minkoff,Adventure,Original Screenplay,Kids Fiction,Hand Animation,0,1994-06-15
The Lion King,422780140,79300000,Niketa Calame,3,Young Nala,Rob Minkoff,Adventure,Original Screenplay,Kids Fiction,Hand Animation,0,1994-06-15
The Lone Ranger,89289910,275000000,Johnny Depp,1,Tonto,Gore Verbinski,Western,Based on TV,Historical Fiction,Live Action,0,2013-07-02
The Lone Ranger,89289910,275000000,Armie Hammer,2,John Reid (Lone Ranger),Gore Verbinski,Western,Based on TV,Historical Fiction,Live Action,0,2013-07-02
The Lone Ranger,89289910,275000000,William Fichtner,3,Butch Cavendish,Gore Verbinski,Western,Based on TV,Historical Fiction,Live Action,0,2013-07-02
The Long Kiss Goodnight,33447612,65000000,Samuel L. Jackson,2,Mitch Henessey,Renny Harlin,Action,Original Screenplay,Contemporary Fiction,Live Action,0,1996-10-11
The Long Kiss Goodnight,33447612,65000000,Geena Davis,1,Samantha Caine (Charly),Renny Harlin,Action,Original Screenplay,Contemporary Fiction,Live Action,0,1996-10-11
The Long Kiss Goodnight,33447612,65000000,Patrick Malahide,3,Perkins,Renny Harlin,Action,Original Screenplay,Contemporary Fiction,Live Action,0,1996-10-11
The Longest Yard,158119460,82000000,Burt Reynolds,3,Nate Scarboro,Peter Segal,Comedy,Remake,Contemporary Fiction,Live Action,0,2005-05-27
The Longest Yard,158119460,82000000,Chris Rock,2,Caretaker,Peter Segal,Comedy,Remake,Contemporary Fiction,Live Action,0,2005-05-27
The Longest Yard,158119460,82000000,Adam Sandler,1,Paul Crew,Peter Segal,Comedy,Remake,Contemporary Fiction,Live Action,0,2005-05-27
The Lord of the Rings: The Fellowship of the Ring,315544750,109000000,Elijah Wood,1,Frodo Baggins,Barrie M. Osborne,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,0,2003-12-05
The Lord of the Rings: The Fellowship of the Ring,315544750,109000000,Ian McKellen,2,Gandalf the Grey,Barrie M. Osborne,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,0,2003-12-05
The Lord of the Rings: The Fellowship of the Ring,315544750,109000000,Liv Tyler,3,Arwen ,Barrie M. Osborne,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,0,2003-12-05
The Lord of the Rings: The Return of the King,377845905,94000000,Liv Tyler,3,Arwen,Peter Jackson,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2003-12-17
The Lord of the Rings: The Return of the King,377845905,94000000,Elijah Wood,1,Frodo Baggins,Peter Jackson,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2003-12-17
The Lord of the Rings: The Return of the King,377845905,94000000,Ian McKellen,2,Gandalf,Peter Jackson,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2003-12-17
The Lord of the Rings: The Two Towers,342548984,94000000,Liv Tyler,3,Arwen Evenstar,Peter Jackson,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2003-12-12
The Lord of the Rings: The Two Towers,342548984,94000000,Elijah Wood,1,Frodo Baggins,Peter Jackson,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2003-12-12
The Lord of the Rings: The Two Towers,342548984,94000000,Ian McKellen,2,Gandalf the White,Peter Jackson,Adventure,Based on Fiction Book/Short Story,Fantasy,Animation/Live Action,1,2003-12-12
The Losers,23591432,25000000,Jeffrey Dean Morgan,1,Clay,Sylvain White,Action,Based on Comic/Graphic Novel,Contemporary Fiction,Live Action,0,2010-04-23
The Losers,23591432,25000000,Zoe Saldana,2,Aisha ,Sylvain White,Action,Based on Comic/Graphic Novel,Contemporary Fiction,Live Action,0,2010-04-23
The Losers,23591432,25000000,Chris Evans,3,Jensen,Sylvain White,Action,Based on Comic/Graphic Novel,Contemporary Fiction,Live Action,0,2010-04-23
The Lost World: Jurassic Park,229086679,75000000,Julianne Moore,2,Dr. Sarah Harding,Steven Spielberg,Action,Based on Fiction Book/Short Story,Science Fiction,Animation/Live Action,0,1997-05-22
The Lost World: Jurassic Park,229086679,75000000,Pete Postlethwaite,3,Roland Tembo,Steven Spielberg,Action,Based on Fiction Book/Short Story,Science Fiction,Animation/Live Action,0,1997-05-22
The Lost World: Jurassic Park,229086679,75000000,Jeff Goldblum,1,Dr. Ian Malcolm,Steven Spielberg,Action,Based on Fiction Book/Short Story,Science Fiction,Animation/Live Action,0,1997-05-22
The Man,8330720,20000000,Samuel L. Jackson,1,Derrick Vann,Les Mayfield,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2005-09-09
The Man,8330720,20000000,Eugene Levy,2,Andy Fiddler,Les Mayfield,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2005-09-09
The Man,8330720,20000000,Miguel Ferrer,3,Agent Peters,Les Mayfield,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2005-09-09
The Man in the Iron Mask,56968169,35000000,Leonardo DiCaprio,1,King Louis XIV/Philippe,Randall Wallace,Adventure,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,1998-03-13
The Man in the Iron Mask,56968169,35000000,Jeremy Irons,2,Aramis,Randall Wallace,Adventure,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,1998-03-13
The Man in the Iron Mask,56968169,35000000,John Malkovich,3,Athos,Randall Wallace,Adventure,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,1998-03-13
The Man with the Iron Fists,15634090,15000000,Russell Crowe,1,Jack Knife,RZA,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2012-11-02
The Man with the Iron Fists,15634090,15000000,Lucy Alexis Liu,3,Madam Bloosom,RZA,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2012-11-02
The Man with the Iron Fists,15634090,15000000,RZA,2,Blacksmith,RZA,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2012-11-02
The Master,16247159,37500000,Joaquin Phoenix,1,Freddie Quell,Paul Thomas Anderson,Drama,Original Screenplay,Historical Fiction,Live Action,0,2012-09-14
The Master,16247159,37500000,Philip Seymour Hoffman,2,Lancaster Dodd,Paul Thomas Anderson,Drama,Original Screenplay,Historical Fiction,Live Action,0,2012-09-14
The Master,16247159,37500000,Amy Adams,3,Mary Sue Dodd,Paul Thomas Anderson,Drama,Original Screenplay,Historical Fiction,Live Action,0,2012-09-14
The Matador,12589255,10000000,Pierce Brosnan,1,Julian Noble,Rolfe Kent,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2005-12-30
The Matador,12589255,10000000,Greg Kinnear,2,Danny Wright,Rolfe Kent,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2005-12-30
The Matrix,171479930,65000000,Keanu Reeves,1,Neo,Andy Wachowski,Action,Original Screenplay,Science Fiction,Live Action,0,1999-03-31
The Matrix,171479930,65000000,Laurence Fishburne,2,Morpheus,Andy Wachowski,Action,Original Screenplay,Science Fiction,Live Action,0,1999-03-31
The Matrix,171479930,65000000,Carrie Anne Moss,3,Trinity,Andy Wachowski,Action,Original Screenplay,Science Fiction,Live Action,0,1999-03-31
The Matrix Reloaded,281553689,127000000,Keanu Reeves,1,Neo,Andy Wachowski,Action,Original Screenplay,Science Fiction,Animation/Live Action,1,2003-05-15
The Matrix Reloaded,281553689,127000000,Carrie Anne Moss,3,Trinity,Andy Wachowski,Action,Original Screenplay,Science Fiction,Animation/Live Action,1,2003-05-15
The Matrix Reloaded,281553689,127000000,Laurence Fishburne,2,Morpheus,Andy Wachowski,Action,Original Screenplay,Science Fiction,Animation/Live Action,1,2003-05-15
The Matrix Revolutions,139259759,110000000,Carrie Anne Moss,3,Trinity,Andy Wachowski,Action,Original Screenplay,Science Fiction,Live Action,1,2003-11-05
The Matrix Revolutions,139259759,110000000,Keanu Reeves,1,Neo,Andy Wachowski,Action,Original Screenplay,Science Fiction,Live Action,1,2003-11-05
The Matrix Revolutions,139259759,110000000,Laurence Fishburne,2,Morpheus,Andy Wachowski,Action,Original Screenplay,Science Fiction,Live Action,1,2003-11-05
The Mechanic,29121498,42500000,Ben Foster,2,Steve McKenna,Simon West,Action,Remake,Contemporary Fiction,Live Action,0,2011-01-28
The Mechanic,29121498,42500000,Donald Sutherland,3,Harry McKenna,Simon West,Action,Remake,Contemporary Fiction,Live Action,0,2011-01-28
The Mechanic,29121498,42500000,Jason Statham,1,Arthur Bishop,Simon West,Action,Remake,Contemporary Fiction,Live Action,0,2011-01-28
The Men Who Stare at Goats,32428195,24000000,Jeff Bridges,3,Bill Django,Grant Heslov,Black Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2009-11-06
The Men Who Stare at Goats,32428195,24000000,Ewan McGregor,2,Bob Wilton,Grant Heslov,Black Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2009-11-06
The Men Who Stare at Goats,32428195,24000000,George Clooney,1,Lyn Cassady,Grant Heslov,Black Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2009-11-06
The Mexican,66808615,40000000,James Gandolfini,3,Leroy,Gore Verbinski,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2001-03-02
The Mexican,66808615,40000000,Brad Pitt,1,Jerry ,Gore Verbinski,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2001-03-02
The Mexican,66808615,40000000,Julia Roberts,2,Samantha ,Gore Verbinski,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2001-03-02
The Mighty Macs,1891936,7000000,Carla Gugino,1,Cathy Rush,Tim Chambers,Drama,Based on Real Life Events,Dramatization,Live Action,0,2011-10-21
The Mighty Macs,1891936,7000000,David Boreanaz,3,Ed Rush,Tim Chambers,Drama,Based on Real Life Events,Dramatization,Live Action,0,2011-10-21
The Mighty Macs,1891936,7000000,Marley Shelton,2,Sister Sunday,Tim Chambers,Drama,Based on Real Life Events,Dramatization,Live Action,0,2011-10-21
The Mummy Returns,202007640,98000000,Brendan Fraser,1,Rick O'Connell,Alan Silvestri,Adventure,Remake,Fantasy,Live Action,1,2001-05-04
The Mummy Returns,202007640,98000000,Rachel Weisz,2,Evelyn 'Evie' Carnahan O'Connell,Alan Silvestri,Adventure,Remake,Fantasy,Live Action,1,2001-05-04
The Mummy Returns,202007640,98000000,John Hannah,3,Jonathan Carnahan,Alan Silvestri,Adventure,Remake,Fantasy,Live Action,1,2001-05-04
The Muppets,88625922,45000000,Jason Segel,1,Gary,James Bobin,Comedy,Based on TV,Kids Fiction,Live Action,1,2011-11-23
The Muppets,88625922,45000000,Chris Cooper,3,Tex Richman,James Bobin,Comedy,Based on TV,Kids Fiction,Live Action,1,2011-11-23
The Muppets,88625922,45000000,Amy Adams,2,Mary,James Bobin,Comedy,Based on TV,Kids Fiction,Live Action,1,2011-11-23
The Negotiator,44705766,50000000,Samuel L. Jackson,1,Danny Roman,F. Gary Gray,Action,Original Screenplay,Contemporary Fiction,Live Action,0,1998-07-29
The Negotiator,44705766,50000000,David Morse,3,Commander Beck,F. Gary Gray,Action,Original Screenplay,Contemporary Fiction,Live Action,0,1998-07-29
The Negotiator,44705766,50000000,Kevin Spacey,2,Chris Sabian,F. Gary Gray,Action,Original Screenplay,Contemporary Fiction,Live Action,0,1998-07-29
The Next Three Days,21148651,30000000,Russell Crowe,1,John Brennan,Michael Nozik,Thriller/Suspense,Remake,Contemporary Fiction,Live Action,0,2010-11-19
The Next Three Days,21148651,30000000,Elizabeth Banks ,2,Lara Brennan,Michael Nozik,Thriller/Suspense,Remake,Contemporary Fiction,Live Action,0,2010-11-19
The Next Three Days,21148651,30000000,Brian Dennehy ,3,George Brennan ,Michael Nozik,Thriller/Suspense,Remake,Contemporary Fiction,Live Action,0,2010-11-19
The Ninth Gate,18653746,38000000,Johnny Depp,1,Dean Corso,Roman Polanski,Thriller/Suspense,Original Screenplay,Fantasy,Live Action,0,2000-03-10
The Ninth Gate,18653746,38000000,Frank Langella,3,Boris Balkan,Roman Polanski,Thriller/Suspense,Original Screenplay,Fantasy,Live Action,0,2000-03-10
The Ninth Gate,18653746,38000000,Lena Olin,2,Liana Telfer,Roman Polanski,Thriller/Suspense,Original Screenplay,Fantasy,Live Action,0,2000-03-10
The Nutcracker in 3D,195459,90000000,Elle Fanning,1,Mary,Andrei Konchalovsky,Musical,Based on Ballet,Kids Fiction,Animation/Live Action,0,2010-11-24
The Nutcracker in 3D,195459,90000000,Nathan Lane,2,Uncle Albert,Andrei Konchalovsky,Musical,Based on Ballet,Kids Fiction,Animation/Live Action,0,2010-11-24
