movie_financial_summary_display_name,movie_financial_summary_domestic_box_office,movie_financial_summary_production_budget,movie_acting_role_display_name,movie_acting_role_billing,movie_acting_role_character_name,movie_technical_role_display_name,movie_genre_display_name,movie_source_display_name,movie_creative_type_display_name,movie_production_method_display_name,movie_sequel,movie_theatrical_release_release_date
Moneyball,75605492,50000000,Jonah Hill,2,Peter Brand,Bennett Miller,Drama,Based on Factual Book/Article,Dramatization,Live Action,0,2011-09-23
Moneyball,75605492,50000000,Philip Seymour Hoffman,3,Art Howe,Bennett Miller,Drama,Based on Factual Book/Article,Dramatization,Live Action,0,2011-09-23
Monster House,73661010,75000000,Mitchel Musso,1,DJ,Gil Kenan,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2006-07-21
Monster House,73661010,75000000,Sam Lerner,2,Chowder,Gil Kenan,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2006-07-21
Monster House,73661010,75000000,Spencer Locke,3,Jenny,Gil Kenan,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2006-07-21
Monster-in-Law,82931301,45000000,Jane Fonda,2,Viola Fields,Robert Luketic,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2005-05-13
Monster-in-Law,82931301,45000000,Michael Vartan,3,Kevin,Robert Luketic,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2005-05-13
Monster-in-Law,82931301,45000000,Jennifer Lopez,1,Charlie Honeywell,Robert Luketic,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2005-05-13
Monsters,237301,500000,Scoot McNairy,1,Kaulder,Allan Niblo,Drama,Original Screenplay,Science Fiction,Live Action,0,2010-10-29
Monsters,237301,500000,Whitney Able,2,Sam,Allan Niblo,Drama,Original Screenplay,Science Fiction,Live Action,0,2010-10-29
Monsters vs. Aliens,198351526,175000000,Reese Witherspoon,1,Susan/Ginormica,Rob Letterman,Adventure,Based on Comic/Graphic Novel,Kids Fiction,Digital Animation,0,2009-03-27
Monsters vs. Aliens,198351526,175000000,Hugh Laurie,3,Dr. Cockroach Ph.D.,Rob Letterman,Adventure,Based on Comic/Graphic Novel,Kids Fiction,Digital Animation,0,2009-03-27
Monsters vs. Aliens,198351526,175000000,Seth Rogen,2,B.O.B.,Rob Letterman,Adventure,Based on Comic/Graphic Novel,Kids Fiction,Digital Animation,0,2009-03-27
Monsters Inc.,289423425,115000000,Billy Crystal,2,Mike Wazowski,David Silverman,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2001-11-02
Monsters Inc.,289423425,115000000,John Goodman,1,James P. 'Sulley' Sullivan,David Silverman,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2001-11-02
Monsters Inc.,289423425,115000000,Mary Gibbs,3,Boo,David Silverman,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2001-11-02
Moon,5010163,5000000,Sam Rockwell,1,,,Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,0,2009-06-12
Moon,5010163,5000000,Dominique McElligott,2,,,Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,0,2009-06-12
Moon,5010163,5000000,Kaya Scodelario,3,,,Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,0,2009-06-12
Morning Glory,31011732,40000000,Diane Keaton,3,Colleen Peck ,J.J. Abrams,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2010-11-10
Morning Glory,31011732,40000000,Harrison Ford,2,Mike Pomeroy ,J.J. Abrams,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2010-11-10
Morning Glory,31011732,40000000,Rachel McAdams,1,Becky Fuller ,J.J. Abrams,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2010-11-10
Moulin Rouge,57386369,53000000,Nicole Kidman,1,Satine,Baz Luhrmann,Musical,Original Screenplay,Historical Fiction,Live Action,0,2001-05-18
Moulin Rouge,57386369,53000000,Ewan McGregor,2,Christian,Baz Luhrmann,Musical,Original Screenplay,Historical Fiction,Live Action,0,2001-05-18
Moulin Rouge,57386369,53000000,John Leguizamo,3,Henri de Toulouse Lautrec,Baz Luhrmann,Musical,Original Screenplay,Historical Fiction,Live Action,0,2001-05-18
Movie 43,8840453,10000000,Halle Berry,3,,Peter Farrelly,Comedy,Compilation,Multiple Creative Types,Multiple Production Methods,0,2013-01-25
Movie 43,8840453,10000000,Kate Winslet,1,,Peter Farrelly,Comedy,Compilation,Multiple Creative Types,Multiple Production Methods,0,2013-01-25
Movie 43,8840453,10000000,Anna Faris,2,,Peter Farrelly,Comedy,Compilation,Multiple Creative Types,Multiple Production Methods,0,2013-01-25
Mr. And Mrs. Smith,186336279,110000000,Angelina Jolie,2,Jane Smith,Arnon Milchan,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2005-06-10
Mr. And Mrs. Smith,186336279,110000000,Vince Vaughn,3,Eddie,Arnon Milchan,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2005-06-10
Mr. And Mrs. Smith,186336279,110000000,Brad Pitt,1,John Smith,Arnon Milchan,Action,Original Screenplay,Contemporary Fiction,Live Action,0,2005-06-10
Mr. Deeds,126293452,50000000,Adam Sandler,1,Longfellow Deeds,Teddy Castellucci,Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2002-06-28
Mr. Deeds,126293452,50000000,Winona Ryder,2,Babe Bennett,Teddy Castellucci,Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2002-06-28
Mr. Deeds,126293452,50000000,Peter Gallagher,3,Chuck Cedar,Teddy Castellucci,Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2002-06-28
Mr. Poppers's Penguins,68224452,55000000,Jim Carrey,1,Tom Popper,Mark Waters,Adventure,Based on Fiction Book/Short Story,Kids Fiction,Live Action,0,2011-06-17
Mr. Poppers's Penguins,68224452,55000000,Carla Gugino,2,Amanda,Mark Waters,Adventure,Based on Fiction Book/Short Story,Kids Fiction,Live Action,0,2011-06-17
Mr. Poppers's Penguins,68224452,55000000,Ophelia Lovibond,3,,Mark Waters,Adventure,Based on Fiction Book/Short Story,Kids Fiction,Live Action,0,2011-06-17
Mrs. Doubtfire,219195051,25000000,Robin Williams,1,Daniel Hillard/Mrs. Doubtfire,Howard Shore,Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,1993-11-24
Mrs. Doubtfire,219195051,25000000,Pierce Brosnan,3,Stuart Dunmeyer,Howard Shore,Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,1993-11-24
Mrs. Doubtfire,219195051,25000000,Sally Field,2,Miranda Hillard,Howard Shore,Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,1993-11-24
Munich,47379090,75000000,Daniel Craig,2,Steve,Steven Spielberg,Drama,Based on Real Life Events,Dramatization,Live Action,0,2005-12-23
Munich,47379090,75000000,Eric Bana,1,Avner,Steven Spielberg,Drama,Based on Real Life Events,Dramatization,Live Action,0,2005-12-23
Munich,47379090,75000000,Ciaran Hinds,3,Carl,Steven Spielberg,Drama,Based on Real Life Events,Dramatization,Live Action,0,2005-12-23
My Big Fat Greek Wedding,241438208,5000000,John Corbett,2,Ian Miller,Joel Zwick,Romantic Comedy,Based on Play,Contemporary Fiction,Live Action,0,2002-04-19
My Big Fat Greek Wedding,241438208,5000000,Nia Vardalos,1,Toula Portokalos,Joel Zwick,Romantic Comedy,Based on Play,Contemporary Fiction,Live Action,0,2002-04-19
My Big Fat Greek Wedding,241438208,5000000,Michael Constantine,3,Kostas Portokalos,Joel Zwick,Romantic Comedy,Based on Play,Contemporary Fiction,Live Action,0,2002-04-19
My Dog Tulip,246574,350000,Isabella Rossellini,3,Miss Canvenini,Norman Twain,Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Hand Animation,0,2010-09-01
My Dog Tulip,246574,350000,Christopher Plummer,1,J.R. Ackerley,Norman Twain,Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Hand Animation,0,2010-09-01
My Dog Tulip,246574,350000,Lynn Redgrave,2,Nancy & the Greengrocer’s Wife,Norman Twain,Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Hand Animation,0,2010-09-01
My Sister's Keeper,49200230,27500000,Cameron Diaz,1,Sara Fitzgerald,Nick Cassavetes,Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2009-06-26
My Sister's Keeper,49200230,27500000,Alec Baldwin,3,Campbell Alexander,Nick Cassavetes,Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2009-06-26
My Sister's Keeper,49200230,27500000,Abigail Breslin,2,Anna Fitzgerald,Nick Cassavetes,Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2009-06-26
My Soul to Take,14744435,25000000,Max Theriot,1,Bug,Wes Craven,Horror,Original Screenplay,Contemporary Fiction,Live Action,0,2010-10-08
My Soul to Take,14744435,25000000,Denzel Whitaker ,2,Jerome,Wes Craven,Horror,Original Screenplay,Contemporary Fiction,Live Action,0,2010-10-08
My Soul to Take,14744435,25000000,Raul Esparza,3,Abel,Wes Craven,Horror,Original Screenplay,Contemporary Fiction,Live Action,0,2010-10-08
N-Secure,2595644,1600000,Essence Atkins,2,Robin,Valerie Enloe,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2010-10-15
N-Secure,2595644,1600000,Denise Boutte,3,Tina,Valerie Enloe,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2010-10-15
N-Secure,2595644,1600000,Cordell Moore,1,David,Valerie Enloe,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2010-10-15
Nacho Libre,80197993,32000000,Jack Black,1,Ignacio/Nacho,Jared Hess,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2006-06-16
Nacho Libre,80197993,32000000,Ana de la Reguera,2,Sister Encarnacion,Jared Hess,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2006-06-16
Nacho Libre,80197993,32000000,Hector Jimenez,3,Reguera Esqueleto,Jared Hess,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2006-06-16
Nanny McPhee and the Big Bang,29197642,35000000,Maggie Gyllenhaal,1,Isabel Green,Debra Osborne,Adventure,Based on Fiction Book/Short Story,Kids Fiction,Live Action,1,2010-08-20
Nanny McPhee and the Big Bang,29197642,35000000,Asa Butterfield,3,Norma Green,Debra Osborne,Adventure,Based on Fiction Book/Short Story,Kids Fiction,Live Action,1,2010-08-20
Nanny McPhee and the Big Bang,29197642,35000000,Oscar Steer,2,Vincent Green,Debra Osborne,Adventure,Based on Fiction Book/Short Story,Kids Fiction,Live Action,1,2010-08-20
National Treasure,173005002,100000000,Nicolas Cage,1,Benjamin Franklin Gates,Jon Turteltaub,Adventure,Original Screenplay,Contemporary Fiction,Live Action,0,2004-11-19
National Treasure,173005002,100000000,Diane Kruger,3,Dr. Abigail Chase,Jon Turteltaub,Adventure,Original Screenplay,Contemporary Fiction,Live Action,0,2004-11-19
National Treasure,173005002,100000000,Hunter Gomez,2,Young Ben Gates,Jon Turteltaub,Adventure,Original Screenplay,Contemporary Fiction,Live Action,0,2004-11-19
Nebraska,1534211,12000000,Bruce Dern,1,Woody Grant,Alexander Payne,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2013-11-15
Nebraska,1534211,12000000,Will Forte,2,David Grant,Alexander Payne,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2013-11-15
Nebraska,1534211,12000000,June Squibb,3,Kate Grant,Alexander Payne,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2013-11-15
Never Let Me Go,2434652,15000000,Carey Mulligan,1,Kathy,Andrew MacDonald,Drama,Based on Fiction Book/Short Story,Science Fiction,Live Action,0,2010-09-15
Never Let Me Go,2434652,15000000,Andrew Garfield,2,Tommy,Andrew MacDonald,Drama,Based on Fiction Book/Short Story,Science Fiction,Live Action,0,2010-09-15
Never Let Me Go,2434652,15000000,Keira Knightly,3,Ruth,Andrew MacDonald,Drama,Based on Fiction Book/Short Story,Science Fiction,Live Action,0,2010-09-15
Never Let Me Go,2434652,15000000,Isobel Meikle-Small,3,Young Katy,Andrew MacDonald,Drama,Based on Fiction Book/Short Story,Science Fiction,Live Action,0,2010-09-15
New Year's Eve,54544638,26000000,Michelle Pfeiffer,1,Ingrid,Garry Marshall,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-12-09
New Year's Eve,54544638,26000000,Zac Efron,2,Paul,Garry Marshall,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-12-09
New Year's Eve,54544638,26000000,Charlotte Marshall-Fricker,3,Caring Teenage Girl,Garry Marshall,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-12-09
Newlyweds,4584,9000,Edward Burns,1,Buzzy,Mike Harrop,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2012-01-13
Newlyweds,4584,9000,Marsha  Dietlein Bennett,3,Marsha,Mike Harrop,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2012-01-13
Newlyweds,4584,9000,Kerry Bishe,2,Linda,Mike Harrop,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2012-01-13
Niagara,2500000,1250000,Joseph Cotten,2,George Loomis,Henry Hathaway,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,1953-01-21
Niagara,2500000,1250000,Jean Peters,3,Polly Cutler,Henry Hathaway,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,1953-01-21
Niagara,2500000,1250000,Marilyn Monroe,1,Rose Loomis,Henry Hathaway,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,1953-01-21
Night at the Museum,250863268,110000000,Ben Stiller,1,Larry Daley,Shawn Levy,Comedy,Based on Fiction Book/Short Story,Kids Fiction,Live Action,0,2006-12-22
Night at the Museum,250863268,110000000,Carla Gugino,2,Rebecca,Shawn Levy,Comedy,Based on Fiction Book/Short Story,Kids Fiction,Live Action,0,2006-12-22
Night at the Museum,250863268,110000000,Dick Van Dyke,3,Cecil Fredricks,Shawn Levy,Comedy,Based on Fiction Book/Short Story,Kids Fiction,Live Action,0,2006-12-22
Night at the Museum: Battle of the Smithsonian,177243721,150000000,Ben Stiller,1,Larry Daley,Shawn Levy,Comedy,Based on Fiction Book/Short Story,Fantasy,Live Action,1,2009-05-22
Night at the Museum: Battle of the Smithsonian,177243721,150000000,Amy Adams,2,Amelia Earhart,Shawn Levy,Comedy,Based on Fiction Book/Short Story,Fantasy,Live Action,1,2009-05-22
Night at the Museum: Battle of the Smithsonian,177243721,150000000,Owen Wilson,3,Jedediah,Shawn Levy,Comedy,Based on Fiction Book/Short Story,Fantasy,Live Action,1,2009-05-22
No Country for Old Men,74273505,25000000,Javier Bardem,2,Anton Chigurh,Ethan Coen,Action,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2007-11-21
No Country for Old Men,74273505,25000000,Tommy Lee Jones,1,Ed Tom Bell,Ethan Coen,Action,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2007-11-21
No Country for Old Men,74273505,25000000,Josh Brolin,3,Llewelyn Moss,Ethan Coen,Action,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2007-11-21
No Strings Attached,70662220,25000000,Natalie Portman ,1,Emma,Ivan Reitman,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-01-21
No Strings Attached,70662220,25000000,Ashton Kutcher,2,Adam,Ivan Reitman,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-01-21
No Strings Attached,70662220,25000000,Kevin Kline,3,Alvin,Ivan Reitman,Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-01-21
Notorious,36843682,19000000,Angela Bassett,1,Voletta Wallace,George Tillman Jr.,Drama,Based on Real Life Events,Dramatization,Live Action,0,2009-01-16
Notorious,36843682,19000000,Derek Luke,2,Sean Combs,George Tillman Jr.,Drama,Based on Real Life Events,Dramatization,Live Action,0,2009-01-16
Notorious,36843682,19000000,Smith Antonique,3,Faith Evans,George Tillman Jr.,Drama,Based on Real Life Events,Dramatization,Live Action,0,2009-01-16
Novocaine,2025238,6000000,Steve Martin,1,Frank Sangster,David Atkins,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2001-11-16
Novocaine,2025238,6000000,Helena Bonham Carter,2,Susan Ivy,David Atkins,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2001-11-16
Novocaine,2025238,6000000,Laura Dern,3,Jean Noble,David Atkins,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2001-11-16
Nowhere Boy,1445366,1900000,Aaron Johnson,1,John,Sam Taylor-Wood,Drama,Based on Real Life Events,Dramatization,Live Action,0,2010-10-08
Nowhere Boy,1445366,1900000,Anne-Marie Duff,3,Julia,Sam Taylor-Wood,Drama,Based on Real Life Events,Dramatization,Live Action,0,2010-10-08
Nowhere Boy,1445366,1900000,Kristin Scott Thomas,2,Mimi ,Sam Taylor-Wood,Drama,Based on Real Life Events,Dramatization,Live Action,0,2010-10-08
Nutty Professor II: The Klumps,123307945,84000000,Nikki Cox,3,Ms. Stamos,David Newman,Comedy,Remake,Contemporary Fiction,Live Action,1,2000-07-28
Nutty Professor II: The Klumps,123307945,84000000,Miguel A. Núñez Jr.,2,Scientist,David Newman,Comedy,Remake,Contemporary Fiction,Live Action,1,2000-07-28
Nutty Professor II: The Klumps,123307945,84000000,Eddie Murphy,1,Sherman Klump/Buddy Love/Mama Klump/Papa Klump etc,David Newman,Comedy,Remake,Contemporary Fiction,Live Action,1,2000-07-28
O Brother Where Art Thou,45506619,26000000,Tim Blake Nelson,3,Delmar,Joel Coen,Comedy,Based on Folk Tale/Legend/Fairytale,Historical Fiction,Live Action,0,2000-12-22
O Brother Where Art Thou,45506619,26000000,George Clooney,1,Everett Ulysses McGill,Joel Coen,Comedy,Based on Folk Tale/Legend/Fairytale,Historical Fiction,Live Action,0,2000-12-22
O Brother Where Art Thou,45506619,26000000,John Turturro,2,Pete,Joel Coen,Comedy,Based on Folk Tale/Legend/Fairytale,Historical Fiction,Live Action,0,2000-12-22
Oblivion,89107235,120000000,Tom Cruise,1,Jack,Joseph Kosinski,Thriller/Suspense,Based on Comic/Graphic Novel,Science Fiction,Live Action,0,2013-04-19
Oblivion,89107235,120000000,Morgan Freeman,2,Beech,Joseph Kosinski,Thriller/Suspense,Based on Comic/Graphic Novel,Science Fiction,Live Action,0,2013-04-19
Oblivion,89107235,120000000,Olga Kurylenko,3,Julia,Joseph Kosinski,Thriller/Suspense,Based on Comic/Graphic Novel,Science Fiction,Live Action,0,2013-04-19
Ocean's Eleven,183417150,85000000,George Clooney,1,Danny Ocean,Steven Soderbergh,Thriller/Suspense,Remake,Contemporary Fiction,Live Action,0,2001-12-07
Ocean's Eleven,183417150,85000000,Andy Garcia,3,Terry Benedict,Steven Soderbergh,Thriller/Suspense,Remake,Contemporary Fiction,Live Action,0,2001-12-07
Ocean's Eleven,183417150,85000000,Matt Damon,2,Linus Caldwell,Steven Soderbergh,Thriller/Suspense,Remake,Contemporary Fiction,Live Action,0,2001-12-07
Ocean's Twelve,125531634,110000000,George Clooney,1,Danny Ocean,Steven Soderbergh,Adventure,Remake,Contemporary Fiction,Live Action,1,2004-12-10
Ocean's Twelve,125531634,110000000,Brad Pitt,2,Rusty Ryan,Steven Soderbergh,Adventure,Remake,Contemporary Fiction,Live Action,1,2004-12-10
Ocean's Twelve,125531634,110000000,Matt Damon,3,Linus Caldwell,Steven Soderbergh,Adventure,Remake,Contemporary Fiction,Live Action,1,2004-12-10
October Baby,5355847,1000000,Rachel Hendrix,1,Hannah Lawson,Jon Erwin,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2012-03-23
October Baby,5355847,1000000,Jason Berkey,2,Jason Bradley,Jon Erwin,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2012-03-23
October Baby,5355847,1000000,Jasmine Guy,3,,Jon Erwin,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2012-03-23
October Baby,5355847,1000000,Chris Shigh,3,,Jon Erwin,Drama,Original Screenplay,Contemporary Fiction,Live Action,0,2012-03-23
Old School,75155000,24000000,Luke Wilson,1,Mitch,Todd Phillips,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2003-02-21
Old School,75155000,24000000,Will Ferrell,2,Frank,Todd Phillips,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2003-02-21
Old School,75155000,24000000,Vince Vaughn,3,Beanie,Todd Phillips,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2003-02-21
Olympus Has Fallen,98927592,70000000,Gerard Butler,1,Mike Banning,Antoine Fuqua,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2013-03-22
Olympus Has Fallen,98927592,70000000,Aaron Eckhart,2,President Benjamin Asher,Antoine Fuqua,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2013-03-22
Olympus Has Fallen,98927592,70000000,Finley Jacobsen,3,Connor,Antoine Fuqua,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2013-03-22
On the Road,720828,25000000,Sam Riley,2,Sal Paradise / Jack Kerouac,Walter Salles,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2012-12-21
On the Road,720828,25000000,Kristen Stewart,3,Marylou / LuAnne Henderson,Walter Salles,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2012-12-21
On the Road,720828,25000000,Garrett Hedlund,1,Dean Moriarty / Neal Cassady,Walter Salles,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2012-12-21
One Day,13843771,15000000,Anne Hathaway,1,Emma,Lone Scherfig,Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2011-08-19
One Day,13843771,15000000,Jim Sturgess,2,Dexter,Lone Scherfig,Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2011-08-19
One Day,13843771,15000000,Patricia Clarkson,3,Alison,Lone Scherfig,Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2011-08-19
One Direction: This is Us,28873374,10000000,Harry Styles,1,Himself,Morgan Spurlock,Concert/Performance,Based on Real Life Events,Factual,Live Action,0,2013-08-30
One Direction: This is Us,28873374,10000000,Niall Horan,2,Himself,Morgan Spurlock,Concert/Performance,Based on Real Life Events,Factual,Live Action,0,2013-08-30
One Direction: This is Us,28873374,10000000,Zayn Malik,3,Himself,Morgan Spurlock,Concert/Performance,Based on Real Life Events,Factual,Live Action,0,2013-08-30
One for the Money,26414527,42000000,Katherine Heigl,1,Stephanie Plum,Julie Anne Robinson,Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2012-01-27
One for the Money,26414527,42000000,Jason O'Mara,2,Joseph Morelli,Julie Anne Robinson,Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2012-01-27
One for the Money,26414527,42000000,Daniel Sunjata,3,Ranger,Julie Anne Robinson,Comedy,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,0,2012-01-27
One Night with the King,13395961,20000000,Luke Goss,2,Xerxes,Michael O. Sajbel,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2006-10-13
One Night with the King,13395961,20000000,John Rhys-Davies,3,Mordecai,Michael O. Sajbel,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2006-10-13
One Night with the King,13395961,20000000,Tiffany Dupont,1,Hadassah/Esther,Michael O. Sajbel,Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,0,2006-10-13
Open Season,85105259,85000000,Martin Lawrence,1,Boog,Jill Culton,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2006-09-29
Open Season,85105259,85000000,Ashton Kutcher,2,Elliott,Jill Culton,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2006-09-29
Open Season,85105259,85000000,Debra Messing,3,Beth,Jill Culton,Adventure,Original Screenplay,Kids Fiction,Digital Animation,0,2006-09-29
Our Idiot Brother,24814830,5000000,Paul Rudd,1,Ned,Peter Saraf,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-08-26
Our Idiot Brother,24814830,5000000,Elizabeth Banks,2,Miranda,Peter Saraf,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-08-26
Our Idiot Brother,24814830,5000000,Zooey Deschanel,3,Natalie,Peter Saraf,Comedy,Original Screenplay,Contemporary Fiction,Live Action,0,2011-08-26
Over the Hedge,155019340,80000000,Bruce Willis,1,RJ,Karey Kirkpatrick,Comedy,Based on Comic/Graphic Novel,Kids Fiction,Digital Animation,0,2006-05-19
Over the Hedge,155019340,80000000,Garry Shandling,2,Verne,Karey Kirkpatrick,Comedy,Based on Comic/Graphic Novel,Kids Fiction,Digital Animation,0,2006-05-19
Over the Hedge,155019340,80000000,Steve Carell,3,Hammy,Karey Kirkpatrick,Comedy,Based on Comic/Graphic Novel,Kids Fiction,Digital Animation,0,2006-05-19
Oz the Great and Powerful,234770996,200000000,James Franco,1,Oz,Sam Raimi,Adventure,Spin-Off,Fantasy,Animation/Live Action,0,2013-03-08
Oz the Great and Powerful,234770996,200000000,Mila Kunis,2,Theodora/Wicked Witch of the West,Sam Raimi,Adventure,Spin-Off,Fantasy,Animation/Live Action,0,2013-03-08
Oz the Great and Powerful,234770996,200000000,Rachel Weisz,3,Evanora,Sam Raimi,Adventure,Spin-Off,Fantasy,Animation/Live Action,0,2013-03-08
Pacific Rim,101802906,190000000,Diego Klattenhoff,2,Yancy Becket,Guillermo Del Toro,Action,Original Screenplay,Science Fiction,Live Action,0,2013-07-12
Pacific Rim,101802906,190000000,Idris Elba,3,Stacker Pentecost,Guillermo Del Toro,Action,Original Screenplay,Science Fiction,Live Action,0,2013-07-12
Pacific Rim,101802906,190000000,Charlie Hunnam,1,Ralaigh Becket,Guillermo Del Toro,Action,Original Screenplay,Science Fiction,Live Action,0,2013-07-12
Pain & Gain,49875291,26000000,Mark Wahlberg,1,Danny Lugo,Michael Bay,Action,Based on Real Life Events,Contemporary Fiction,Live Action,0,2013-04-26
Pain & Gain,49875291,26000000,Dwayne Johnson,2,Paul Doyle,Michael Bay,Action,Based on Real Life Events,Contemporary Fiction,Live Action,0,2013-04-26
Pain & Gain,49875291,26000000,Anthony Mackie,3,Adrian Doorbal,Michael Bay,Action,Based on Real Life Events,Contemporary Fiction,Live Action,0,2013-04-26
Paranoia,7388654,40000000,Liam Hemsworth,1,Adam Cassidy,Robert Luketic,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2013-08-16
Paranoia,7388654,40000000,Gary Oldman,2,,Robert Luketic,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2013-08-16
Paranoia,7388654,40000000,Harrison Ford,3,,Robert Luketic,Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,0,2013-08-16
Paranormal Activity,107918810,450000,Mark Fredrichs,3,Psychic,Oren Peli,Horror,Original Screenplay,Fantasy,Live Action,0,2009-09-25
Paranormal Activity,107918810,450000,Micah Sloat,1,Micah,Oren Peli,Horror,Original Screenplay,Fantasy,Live Action,0,2009-09-25
Paranormal Activity,107918810,450000,Katie Featherston,2,Katie,Oren Peli,Horror,Original Screenplay,Fantasy,Live Action,0,2009-09-25
Paranormal Activity 2,84752907,3000000,Katie Featherston,1,Katie,Jason Blum,Horror,Original Screenplay,Fantasy,Live Action,1,2010-10-22
Paranormal Activity 2,84752907,3000000,Micah Sloat,2,Micah,Jason Blum,Horror,Original Screenplay,Fantasy,Live Action,1,2010-10-22
